,AUPRC,rep,subsample,model,train_dataset,eval_dataset
0,0.5165234022315457,3,7,AttentionModel,hirid,aumc
0,0.4659108914281938,3,8,AttentionModel,hirid,aumc
0,0.46415125137963964,3,9,AttentionModel,hirid,aumc
0,0.6029010513010038,0,0,AttentionModel,hirid,aumc
0,0.509902966852123,0,1,AttentionModel,hirid,aumc
0,0.5355032304510478,0,2,AttentionModel,hirid,aumc
0,0.5747623011484715,0,3,AttentionModel,hirid,aumc
0,0.49934179692200487,0,4,AttentionModel,hirid,aumc
0,0.5423496503800529,0,5,AttentionModel,hirid,aumc
0,0.5097514803427865,0,6,AttentionModel,hirid,aumc
0,0.555242311711767,0,7,AttentionModel,hirid,aumc
0,0.5014100865882036,0,8,AttentionModel,hirid,aumc
0,0.5122907408101166,0,9,AttentionModel,hirid,aumc
0,0.47570955130680315,2,0,GRUModel,hirid,aumc
0,0.4340474294248614,2,1,GRUModel,hirid,aumc
0,0.48118071724064837,2,2,GRUModel,hirid,aumc
0,0.47794326251682784,2,3,GRUModel,hirid,aumc
0,0.4577029949678054,2,4,GRUModel,hirid,aumc
0,0.4816361724475448,2,5,GRUModel,hirid,aumc
0,0.4221094269002921,2,6,GRUModel,hirid,aumc
0,0.47098436429996926,2,7,GRUModel,hirid,aumc
0,0.42102668020150463,2,8,GRUModel,hirid,aumc
0,0.44209649406121676,2,9,GRUModel,hirid,aumc
0,0.4983999354847999,3,0,GRUModel,hirid,aumc
0,0.46300521803227046,3,1,GRUModel,hirid,aumc
0,0.5210357728985872,3,2,GRUModel,hirid,aumc
0,0.5177622114956674,3,3,GRUModel,hirid,aumc
0,0.4854661389663474,3,4,GRUModel,hirid,aumc
0,0.5247031735722445,3,5,GRUModel,hirid,aumc
0,0.4622411699142268,3,6,GRUModel,hirid,aumc
0,0.4935113989991758,3,7,GRUModel,hirid,aumc
0,0.4612343238759967,3,8,GRUModel,hirid,aumc
0,0.4719115660811156,3,9,GRUModel,hirid,aumc
0,0.5125823576914368,1,0,GRUModel,hirid,aumc
0,0.4609481359344805,1,1,GRUModel,hirid,aumc
0,0.5020630634775858,1,2,GRUModel,hirid,aumc
0,0.520187708662563,1,3,GRUModel,hirid,aumc
0,0.4769666322918631,1,4,GRUModel,hirid,aumc
0,0.5018466979600793,1,5,GRUModel,hirid,aumc
0,0.470450263841904,1,6,GRUModel,hirid,aumc
0,0.4837883287085415,1,7,GRUModel,hirid,aumc
0,0.46912503814927015,1,8,GRUModel,hirid,aumc
0,0.4690572092546315,1,9,GRUModel,hirid,aumc
0,0.5160408619790167,4,0,GRUModel,hirid,aumc
0,0.4982910557083925,4,1,GRUModel,hirid,aumc
0,0.5277290415451225,4,2,GRUModel,hirid,aumc
0,0.5320100248273344,4,3,GRUModel,hirid,aumc
0,0.5241071205890752,4,4,GRUModel,hirid,aumc
0,0.5555091763601436,4,5,GRUModel,hirid,aumc
0,0.49610480733404516,4,6,GRUModel,hirid,aumc
0,0.5201490907437198,4,7,GRUModel,hirid,aumc
0,0.48886808367863827,4,8,GRUModel,hirid,aumc
0,0.5023927273194406,4,9,GRUModel,hirid,aumc
0,0.5017479420340629,0,0,GRUModel,hirid,aumc
0,0.4606451861453589,0,1,GRUModel,hirid,aumc
0,0.5198433854954034,0,2,GRUModel,hirid,aumc
0,0.5052860523970037,0,3,GRUModel,hirid,aumc
0,0.4887204019628999,0,4,GRUModel,hirid,aumc
0,0.4996515074839186,0,5,GRUModel,hirid,aumc
0,0.4500647053383202,0,6,GRUModel,hirid,aumc
0,0.48814861925095904,0,7,GRUModel,hirid,aumc
0,0.4431015838558514,0,8,GRUModel,hirid,aumc
0,0.46880225946323106,0,9,GRUModel,hirid,aumc
0,0.41442423370651027,1,0,lgbm,hirid,aumc
0,0.3838570275125115,1,1,lgbm,hirid,aumc
0,0.4027222896859817,1,2,lgbm,hirid,aumc
0,0.41697579582606037,1,3,lgbm,hirid,aumc
0,0.3898776714644675,1,4,lgbm,hirid,aumc
0,0.4308455016826873,1,5,lgbm,hirid,aumc
0,0.41685648221444477,1,6,lgbm,hirid,aumc
0,0.4187157178049533,1,7,lgbm,hirid,aumc
0,0.40852617204585473,1,8,lgbm,hirid,aumc
0,0.3854338916012995,1,9,lgbm,hirid,aumc
0,0.4177280416003192,2,0,lgbm,hirid,aumc
0,0.41320319153803875,2,1,lgbm,hirid,aumc
0,0.42248694286431243,2,2,lgbm,hirid,aumc
0,0.4508732862082204,2,3,lgbm,hirid,aumc
0,0.4036037268245716,2,4,lgbm,hirid,aumc
0,0.4374641682398347,2,5,lgbm,hirid,aumc
0,0.4587327208967388,2,6,lgbm,hirid,aumc
0,0.4278282643282548,2,7,lgbm,hirid,aumc
0,0.41017343208056883,2,8,lgbm,hirid,aumc
0,0.38961203163312985,2,9,lgbm,hirid,aumc
0,0.41907653106996595,0,0,lgbm,hirid,aumc
0,0.400652060392773,0,1,lgbm,hirid,aumc
0,0.40284270083505347,0,2,lgbm,hirid,aumc
0,0.4517518314469561,0,3,lgbm,hirid,aumc
0,0.39649036544607297,0,4,lgbm,hirid,aumc
0,0.42934232149555823,0,5,lgbm,hirid,aumc
0,0.4143017867531049,0,6,lgbm,hirid,aumc
0,0.4185645709344748,0,7,lgbm,hirid,aumc
0,0.3960887772995898,0,8,lgbm,hirid,aumc
0,0.39200534522852704,0,9,lgbm,hirid,aumc
0,0.4160698273002751,3,0,lgbm,hirid,aumc
0,0.3941242368858986,3,1,lgbm,hirid,aumc
0,0.39748652513811567,3,2,lgbm,hirid,aumc
0,0.43288453178666125,3,3,lgbm,hirid,aumc
0,0.40298789412442915,3,4,lgbm,hirid,aumc
0,0.43423581522719257,3,5,lgbm,hirid,aumc
0,0.4368617927232978,3,6,lgbm,hirid,aumc
0,0.407494237110102,3,7,lgbm,hirid,aumc
0,0.39505382035001374,3,8,lgbm,hirid,aumc
0,0.380941368005114,3,9,lgbm,hirid,aumc
0,0.41224941042081226,4,0,lgbm,hirid,aumc
0,0.4027719258553437,4,1,lgbm,hirid,aumc
0,0.40281526719609045,4,2,lgbm,hirid,aumc
0,0.4236654726687295,4,3,lgbm,hirid,aumc
0,0.4051382761092901,4,4,lgbm,hirid,aumc
0,0.41024887618782613,4,5,lgbm,hirid,aumc
0,0.42143206923636456,4,6,lgbm,hirid,aumc
0,0.4221512192203599,4,7,lgbm,hirid,aumc
0,0.3904591148369413,4,8,lgbm,hirid,aumc
0,0.3945812437729628,4,9,lgbm,hirid,aumc
0,0.3792465597859862,4,0,lr,hirid,aumc
0,0.3593640287289105,4,1,lr,hirid,aumc
0,0.37258111899619023,4,2,lr,hirid,aumc
0,0.396942401018755,4,3,lr,hirid,aumc
0,0.33453692418560216,4,4,lr,hirid,aumc
0,0.35750978479599593,4,5,lr,hirid,aumc
0,0.34925792566234454,4,6,lr,hirid,aumc
0,0.3489740439451804,4,7,lr,hirid,aumc
0,0.31741459567692587,4,8,lr,hirid,aumc
0,0.32150051391398327,4,9,lr,hirid,aumc
0,0.37874703100547025,0,0,lr,hirid,aumc
0,0.3584351040546636,0,1,lr,hirid,aumc
0,0.37368040113413425,0,2,lr,hirid,aumc
0,0.398487090300392,0,3,lr,hirid,aumc
0,0.33666945289510464,0,4,lr,hirid,aumc
0,0.3650941250043905,0,5,lr,hirid,aumc
0,0.3537632747935586,0,6,lr,hirid,aumc
0,0.3481760323174182,0,7,lr,hirid,aumc
0,0.32125419117912657,0,8,lr,hirid,aumc
0,0.32238092084113074,0,9,lr,hirid,aumc
0,0.37550451821752223,3,0,lr,hirid,aumc
0,0.35021050848101243,3,1,lr,hirid,aumc
0,0.36894351088231847,3,2,lr,hirid,aumc
0,0.3912553983655088,3,3,lr,hirid,aumc
0,0.333078990138012,3,4,lr,hirid,aumc
0,0.34984028163380443,3,5,lr,hirid,aumc
0,0.34075952388596387,3,6,lr,hirid,aumc
0,0.34194674735632324,3,7,lr,hirid,aumc
0,0.3094929138888546,3,8,lr,hirid,aumc
0,0.3180466674795555,3,9,lr,hirid,aumc
0,0.3780293135713591,2,0,lr,hirid,aumc
0,0.3605910706782295,2,1,lr,hirid,aumc
0,0.3786444005256898,2,2,lr,hirid,aumc
0,0.39997644386842013,2,3,lr,hirid,aumc
0,0.3392815819206695,2,4,lr,hirid,aumc
0,0.3722219355936329,2,5,lr,hirid,aumc
0,0.35406335811454076,2,6,lr,hirid,aumc
0,0.36075120914528014,2,7,lr,hirid,aumc
0,0.3252881598779582,2,8,lr,hirid,aumc
0,0.3198072234538708,2,9,lr,hirid,aumc
0,0.3742130179099067,1,0,lr,hirid,aumc
0,0.3522363015386078,1,1,lr,hirid,aumc
0,0.3682498620015566,1,2,lr,hirid,aumc
0,0.38908998690357915,1,3,lr,hirid,aumc
0,0.33176540731997695,1,4,lr,hirid,aumc
0,0.3564677463780631,1,5,lr,hirid,aumc
0,0.3434966890319102,1,6,lr,hirid,aumc
0,0.33941147407114913,1,7,lr,hirid,aumc
0,0.31447783102000115,1,8,lr,hirid,aumc
0,0.3144013127788666,1,9,lr,hirid,aumc
0,0.43431712678759615,4,0,mews,hirid,aumc
0,0.4203931845397901,4,1,mews,hirid,aumc
0,0.42667096790616554,4,2,mews,hirid,aumc
0,0.4401336761736374,4,3,mews,hirid,aumc
0,0.4147120599707995,4,4,mews,hirid,aumc
0,0.3897786048868409,4,5,mews,hirid,aumc
0,0.4243550650765874,4,6,mews,hirid,aumc
0,0.41113915398398154,4,7,mews,hirid,aumc
0,0.41433584087410286,4,8,mews,hirid,aumc
0,0.384417846303426,4,9,mews,hirid,aumc
0,0.43431712678759615,0,0,mews,hirid,aumc
0,0.4203931845397901,0,1,mews,hirid,aumc
0,0.42667096790616554,0,2,mews,hirid,aumc
0,0.4401336761736374,0,3,mews,hirid,aumc
0,0.4147120599707995,0,4,mews,hirid,aumc
0,0.3897786048868409,0,5,mews,hirid,aumc
0,0.4243550650765874,0,6,mews,hirid,aumc
0,0.41113915398398154,0,7,mews,hirid,aumc
0,0.41433584087410286,0,8,mews,hirid,aumc
0,0.384417846303426,0,9,mews,hirid,aumc
0,0.43431712678759615,3,0,mews,hirid,aumc
0,0.4203931845397901,3,1,mews,hirid,aumc
0,0.42667096790616554,3,2,mews,hirid,aumc
0,0.4401336761736374,3,3,mews,hirid,aumc
0,0.4147120599707995,3,4,mews,hirid,aumc
0,0.3897786048868409,3,5,mews,hirid,aumc
0,0.4243550650765874,3,6,mews,hirid,aumc
0,0.41113915398398154,3,7,mews,hirid,aumc
0,0.41433584087410286,3,8,mews,hirid,aumc
0,0.384417846303426,3,9,mews,hirid,aumc
0,0.43431712678759615,2,0,mews,hirid,aumc
0,0.4203931845397901,2,1,mews,hirid,aumc
0,0.42667096790616554,2,2,mews,hirid,aumc
0,0.4401336761736374,2,3,mews,hirid,aumc
0,0.4147120599707995,2,4,mews,hirid,aumc
0,0.3897786048868409,2,5,mews,hirid,aumc
0,0.4243550650765874,2,6,mews,hirid,aumc
0,0.41113915398398154,2,7,mews,hirid,aumc
0,0.41433584087410286,2,8,mews,hirid,aumc
0,0.384417846303426,2,9,mews,hirid,aumc
0,0.43431712678759615,1,0,mews,hirid,aumc
0,0.4203931845397901,1,1,mews,hirid,aumc
0,0.42667096790616554,1,2,mews,hirid,aumc
0,0.4401336761736374,1,3,mews,hirid,aumc
0,0.4147120599707995,1,4,mews,hirid,aumc
0,0.3897786048868409,1,5,mews,hirid,aumc
0,0.4243550650765874,1,6,mews,hirid,aumc
0,0.41113915398398154,1,7,mews,hirid,aumc
0,0.41433584087410286,1,8,mews,hirid,aumc
0,0.384417846303426,1,9,mews,hirid,aumc
0,0.4228961571644888,4,0,news,hirid,aumc
0,0.4098895028740304,4,1,news,hirid,aumc
0,0.41506615997493734,4,2,news,hirid,aumc
0,0.4107407961013596,4,3,news,hirid,aumc
0,0.4007158918980882,4,4,news,hirid,aumc
0,0.3983188735328488,4,5,news,hirid,aumc
0,0.42421580309688733,4,6,news,hirid,aumc
0,0.39075252718853104,4,7,news,hirid,aumc
0,0.43971884559979113,4,8,news,hirid,aumc
0,0.3762346611706659,4,9,news,hirid,aumc
0,0.4228961571644888,3,0,news,hirid,aumc
0,0.4098895028740304,3,1,news,hirid,aumc
0,0.41506615997493734,3,2,news,hirid,aumc
0,0.4107407961013596,3,3,news,hirid,aumc
0,0.4007158918980882,3,4,news,hirid,aumc
0,0.3983188735328488,3,5,news,hirid,aumc
0,0.42421580309688733,3,6,news,hirid,aumc
0,0.39075252718853104,3,7,news,hirid,aumc
0,0.43971884559979113,3,8,news,hirid,aumc
0,0.3762346611706659,3,9,news,hirid,aumc
0,0.4228961571644888,0,0,news,hirid,aumc
0,0.4098895028740304,0,1,news,hirid,aumc
0,0.41506615997493734,0,2,news,hirid,aumc
0,0.4107407961013596,0,3,news,hirid,aumc
0,0.4007158918980882,0,4,news,hirid,aumc
0,0.3983188735328488,0,5,news,hirid,aumc
0,0.42421580309688733,0,6,news,hirid,aumc
0,0.39075252718853104,0,7,news,hirid,aumc
0,0.43971884559979113,0,8,news,hirid,aumc
0,0.3762346611706659,0,9,news,hirid,aumc
0,0.4228961571644888,1,0,news,hirid,aumc
0,0.4098895028740304,1,1,news,hirid,aumc
0,0.41506615997493734,1,2,news,hirid,aumc
0,0.4107407961013596,1,3,news,hirid,aumc
0,0.4007158918980882,1,4,news,hirid,aumc
0,0.3983188735328488,1,5,news,hirid,aumc
0,0.42421580309688733,1,6,news,hirid,aumc
0,0.39075252718853104,1,7,news,hirid,aumc
0,0.43971884559979113,1,8,news,hirid,aumc
0,0.3762346611706659,1,9,news,hirid,aumc
0,0.4228961571644888,2,0,news,hirid,aumc
0,0.4098895028740304,2,1,news,hirid,aumc
0,0.41506615997493734,2,2,news,hirid,aumc
0,0.4107407961013596,2,3,news,hirid,aumc
0,0.4007158918980882,2,4,news,hirid,aumc
0,0.3983188735328488,2,5,news,hirid,aumc
0,0.42421580309688733,2,6,news,hirid,aumc
0,0.39075252718853104,2,7,news,hirid,aumc
0,0.43971884559979113,2,8,news,hirid,aumc
0,0.3762346611706659,2,9,news,hirid,aumc
0,0.38307583185178307,2,0,qsofa,hirid,aumc
0,0.3696094335045871,2,1,qsofa,hirid,aumc
0,0.37718370438878634,2,2,qsofa,hirid,aumc
0,0.32420896284768064,2,3,qsofa,hirid,aumc
0,0.3722707577624136,2,4,qsofa,hirid,aumc
0,0.33471461850498774,2,5,qsofa,hirid,aumc
0,0.38743813812891315,2,6,qsofa,hirid,aumc
0,0.33627214782195075,2,7,qsofa,hirid,aumc
0,0.3721755571405787,2,8,qsofa,hirid,aumc
0,0.33011542669480637,2,9,qsofa,hirid,aumc
0,0.38307583185178307,1,0,qsofa,hirid,aumc
0,0.3696094335045871,1,1,qsofa,hirid,aumc
0,0.37718370438878634,1,2,qsofa,hirid,aumc
0,0.32420896284768064,1,3,qsofa,hirid,aumc
0,0.3722707577624136,1,4,qsofa,hirid,aumc
0,0.33471461850498774,1,5,qsofa,hirid,aumc
0,0.38743813812891315,1,6,qsofa,hirid,aumc
0,0.33627214782195075,1,7,qsofa,hirid,aumc
0,0.3721755571405787,1,8,qsofa,hirid,aumc
0,0.33011542669480637,1,9,qsofa,hirid,aumc
0,0.38307583185178307,0,0,qsofa,hirid,aumc
0,0.3696094335045871,0,1,qsofa,hirid,aumc
0,0.37718370438878634,0,2,qsofa,hirid,aumc
0,0.32420896284768064,0,3,qsofa,hirid,aumc
0,0.3722707577624136,0,4,qsofa,hirid,aumc
0,0.33471461850498774,0,5,qsofa,hirid,aumc
0,0.38743813812891315,0,6,qsofa,hirid,aumc
0,0.33627214782195075,0,7,qsofa,hirid,aumc
0,0.3721755571405787,0,8,qsofa,hirid,aumc
0,0.33011542669480637,0,9,qsofa,hirid,aumc
0,0.38307583185178307,3,0,qsofa,hirid,aumc
0,0.3696094335045871,3,1,qsofa,hirid,aumc
0,0.37718370438878634,3,2,qsofa,hirid,aumc
0,0.32420896284768064,3,3,qsofa,hirid,aumc
0,0.3722707577624136,3,4,qsofa,hirid,aumc
0,0.33471461850498774,3,5,qsofa,hirid,aumc
0,0.38743813812891315,3,6,qsofa,hirid,aumc
0,0.33627214782195075,3,7,qsofa,hirid,aumc
0,0.3721755571405787,3,8,qsofa,hirid,aumc
0,0.33011542669480637,3,9,qsofa,hirid,aumc
0,0.38307583185178307,4,0,qsofa,hirid,aumc
0,0.3696094335045871,4,1,qsofa,hirid,aumc
0,0.37718370438878634,4,2,qsofa,hirid,aumc
0,0.32420896284768064,4,3,qsofa,hirid,aumc
0,0.3722707577624136,4,4,qsofa,hirid,aumc
0,0.33471461850498774,4,5,qsofa,hirid,aumc
0,0.38743813812891315,4,6,qsofa,hirid,aumc
0,0.33627214782195075,4,7,qsofa,hirid,aumc
0,0.3721755571405787,4,8,qsofa,hirid,aumc
0,0.33011542669480637,4,9,qsofa,hirid,aumc
0,0.336488347643049,2,0,sirs,hirid,aumc
0,0.33785524943849893,2,1,sirs,hirid,aumc
0,0.31955933912613,2,2,sirs,hirid,aumc
0,0.3487689964328572,2,3,sirs,hirid,aumc
0,0.35067906474919286,2,4,sirs,hirid,aumc
0,0.3759632517930058,2,5,sirs,hirid,aumc
0,0.40700398027941487,2,6,sirs,hirid,aumc
0,0.4043746786249587,2,7,sirs,hirid,aumc
0,0.3418870729065151,2,8,sirs,hirid,aumc
0,0.37334525958716325,2,9,sirs,hirid,aumc
0,0.336488347643049,1,0,sirs,hirid,aumc
0,0.33785524943849893,1,1,sirs,hirid,aumc
0,0.31955933912613,1,2,sirs,hirid,aumc
0,0.3487689964328572,1,3,sirs,hirid,aumc
0,0.35067906474919286,1,4,sirs,hirid,aumc
0,0.3759632517930058,1,5,sirs,hirid,aumc
0,0.40700398027941487,1,6,sirs,hirid,aumc
0,0.4043746786249587,1,7,sirs,hirid,aumc
0,0.3418870729065151,1,8,sirs,hirid,aumc
0,0.37334525958716325,1,9,sirs,hirid,aumc
0,0.336488347643049,3,0,sirs,hirid,aumc
0,0.33785524943849893,3,1,sirs,hirid,aumc
0,0.31955933912613,3,2,sirs,hirid,aumc
0,0.3487689964328572,3,3,sirs,hirid,aumc
0,0.35067906474919286,3,4,sirs,hirid,aumc
0,0.3759632517930058,3,5,sirs,hirid,aumc
0,0.40700398027941487,3,6,sirs,hirid,aumc
0,0.4043746786249587,3,7,sirs,hirid,aumc
0,0.3418870729065151,3,8,sirs,hirid,aumc
0,0.37334525958716325,3,9,sirs,hirid,aumc
0,0.336488347643049,0,0,sirs,hirid,aumc
0,0.33785524943849893,0,1,sirs,hirid,aumc
0,0.31955933912613,0,2,sirs,hirid,aumc
0,0.3487689964328572,0,3,sirs,hirid,aumc
0,0.35067906474919286,0,4,sirs,hirid,aumc
0,0.3759632517930058,0,5,sirs,hirid,aumc
0,0.40700398027941487,0,6,sirs,hirid,aumc
0,0.4043746786249587,0,7,sirs,hirid,aumc
0,0.3418870729065151,0,8,sirs,hirid,aumc
0,0.37334525958716325,0,9,sirs,hirid,aumc
0,0.336488347643049,4,0,sirs,hirid,aumc
0,0.33785524943849893,4,1,sirs,hirid,aumc
0,0.31955933912613,4,2,sirs,hirid,aumc
0,0.3487689964328572,4,3,sirs,hirid,aumc
0,0.35067906474919286,4,4,sirs,hirid,aumc
0,0.3759632517930058,4,5,sirs,hirid,aumc
0,0.40700398027941487,4,6,sirs,hirid,aumc
0,0.4043746786249587,4,7,sirs,hirid,aumc
0,0.3418870729065151,4,8,sirs,hirid,aumc
0,0.37334525958716325,4,9,sirs,hirid,aumc
0,0.47182826226848196,3,0,sofa,hirid,aumc
0,0.42668832631284503,3,1,sofa,hirid,aumc
0,0.45597805477651343,3,2,sofa,hirid,aumc
0,0.4730279527865019,3,3,sofa,hirid,aumc
0,0.42962511339253817,3,4,sofa,hirid,aumc
0,0.45130562550795167,3,5,sofa,hirid,aumc
0,0.43705717954945983,3,6,sofa,hirid,aumc
0,0.43279686774350157,3,7,sofa,hirid,aumc
0,0.456772475465707,3,8,sofa,hirid,aumc
0,0.4135490846755146,3,9,sofa,hirid,aumc
0,0.47182826226848196,0,0,sofa,hirid,aumc
0,0.42668832631284503,0,1,sofa,hirid,aumc
0,0.45597805477651343,0,2,sofa,hirid,aumc
0,0.4730279527865019,0,3,sofa,hirid,aumc
0,0.42962511339253817,0,4,sofa,hirid,aumc
0,0.45130562550795167,0,5,sofa,hirid,aumc
0,0.43705717954945983,0,6,sofa,hirid,aumc
0,0.43279686774350157,0,7,sofa,hirid,aumc
0,0.456772475465707,0,8,sofa,hirid,aumc
0,0.4135490846755146,0,9,sofa,hirid,aumc
0,0.47182826226848196,2,0,sofa,hirid,aumc
0,0.42668832631284503,2,1,sofa,hirid,aumc
0,0.45597805477651343,2,2,sofa,hirid,aumc
0,0.4730279527865019,2,3,sofa,hirid,aumc
0,0.42962511339253817,2,4,sofa,hirid,aumc
0,0.45130562550795167,2,5,sofa,hirid,aumc
0,0.43705717954945983,2,6,sofa,hirid,aumc
0,0.43279686774350157,2,7,sofa,hirid,aumc
0,0.456772475465707,2,8,sofa,hirid,aumc
0,0.4135490846755146,2,9,sofa,hirid,aumc
0,0.47182826226848196,4,0,sofa,hirid,aumc
0,0.42668832631284503,4,1,sofa,hirid,aumc
0,0.45597805477651343,4,2,sofa,hirid,aumc
0,0.4730279527865019,4,3,sofa,hirid,aumc
0,0.42962511339253817,4,4,sofa,hirid,aumc
0,0.45130562550795167,4,5,sofa,hirid,aumc
0,0.43705717954945983,4,6,sofa,hirid,aumc
0,0.43279686774350157,4,7,sofa,hirid,aumc
0,0.456772475465707,4,8,sofa,hirid,aumc
0,0.4135490846755146,4,9,sofa,hirid,aumc
0,0.47182826226848196,1,0,sofa,hirid,aumc
0,0.42668832631284503,1,1,sofa,hirid,aumc
0,0.45597805477651343,1,2,sofa,hirid,aumc
0,0.4730279527865019,1,3,sofa,hirid,aumc
0,0.42962511339253817,1,4,sofa,hirid,aumc
0,0.45130562550795167,1,5,sofa,hirid,aumc
0,0.43705717954945983,1,6,sofa,hirid,aumc
0,0.43279686774350157,1,7,sofa,hirid,aumc
0,0.456772475465707,1,8,sofa,hirid,aumc
0,0.4135490846755146,1,9,sofa,hirid,aumc
0,0.3313329120961207,4,0,AttentionModel,hirid,eicu
0,0.33740968515203135,4,1,AttentionModel,hirid,eicu
0,0.33273736484654065,4,2,AttentionModel,hirid,eicu
0,0.35139559738401127,4,3,AttentionModel,hirid,eicu
0,0.3322038636411555,4,4,AttentionModel,hirid,eicu
0,0.33734209624213685,4,5,AttentionModel,hirid,eicu
0,0.33815778232082777,4,6,AttentionModel,hirid,eicu
0,0.3409300650658502,4,7,AttentionModel,hirid,eicu
0,0.3475831861424472,4,8,AttentionModel,hirid,eicu
0,0.3377355060993823,4,9,AttentionModel,hirid,eicu
0,0.3350725651029455,2,0,AttentionModel,hirid,eicu
0,0.34155504254077007,2,1,AttentionModel,hirid,eicu
0,0.34359790716255645,2,2,AttentionModel,hirid,eicu
0,0.3494114135270454,2,3,AttentionModel,hirid,eicu
0,0.33977582394657785,2,4,AttentionModel,hirid,eicu
0,0.3433794697745324,2,5,AttentionModel,hirid,eicu
0,0.3495040072065647,2,6,AttentionModel,hirid,eicu
0,0.34686289735009235,2,7,AttentionModel,hirid,eicu
0,0.3496362233483026,2,8,AttentionModel,hirid,eicu
0,0.34511408444908986,2,9,AttentionModel,hirid,eicu
0,0.3337190473871202,3,0,AttentionModel,hirid,eicu
0,0.33701724968494096,3,1,AttentionModel,hirid,eicu
0,0.340350249120138,3,2,AttentionModel,hirid,eicu
0,0.34820607523431446,3,3,AttentionModel,hirid,eicu
0,0.3380307142362233,3,4,AttentionModel,hirid,eicu
0,0.34272481662487153,3,5,AttentionModel,hirid,eicu
0,0.34897922096658623,3,6,AttentionModel,hirid,eicu
0,0.3486546176501958,3,7,AttentionModel,hirid,eicu
0,0.347045909552411,3,8,AttentionModel,hirid,eicu
0,0.33793388926831347,3,9,AttentionModel,hirid,eicu
0,0.32120022143650506,1,0,AttentionModel,hirid,eicu
0,0.32600849062701676,1,1,AttentionModel,hirid,eicu
0,0.3249466299714887,1,2,AttentionModel,hirid,eicu
0,0.33295563869975053,1,3,AttentionModel,hirid,eicu
0,0.32706456464405465,1,4,AttentionModel,hirid,eicu
0,0.32545918867201135,1,5,AttentionModel,hirid,eicu
0,0.3314756144233072,1,6,AttentionModel,hirid,eicu
0,0.3388714092849153,1,7,AttentionModel,hirid,eicu
0,0.3448376534780586,1,8,AttentionModel,hirid,eicu
0,0.3213076825493921,1,9,AttentionModel,hirid,eicu
0,0.3125122763259119,0,0,AttentionModel,hirid,eicu
0,0.32419634722850516,0,1,AttentionModel,hirid,eicu
0,0.3156927268582258,0,2,AttentionModel,hirid,eicu
0,0.32181324588718335,0,3,AttentionModel,hirid,eicu
0,0.32228694083583,0,4,AttentionModel,hirid,eicu
0,0.32551738853279655,0,5,AttentionModel,hirid,eicu
0,0.32463319908266913,0,6,AttentionModel,hirid,eicu
0,0.3210805983454891,0,7,AttentionModel,hirid,eicu
0,0.33548418162344423,0,8,AttentionModel,hirid,eicu
0,0.32288023078034056,0,9,AttentionModel,hirid,eicu
0,0.36646965159562495,2,0,GRUModel,hirid,eicu
0,0.3750792835277374,2,1,GRUModel,hirid,eicu
0,0.3680983689458524,2,2,GRUModel,hirid,eicu
0,0.3895062390323277,2,3,GRUModel,hirid,eicu
0,0.3699762245482141,2,4,GRUModel,hirid,eicu
0,0.36793384745692204,2,5,GRUModel,hirid,eicu
0,0.3763848787024078,2,6,GRUModel,hirid,eicu
0,0.38934934433944646,2,7,GRUModel,hirid,eicu
0,0.38951086171223726,2,8,GRUModel,hirid,eicu
0,0.37638219321920924,2,9,GRUModel,hirid,eicu
0,0.3664987893706477,3,0,GRUModel,hirid,eicu
0,0.3727023332754187,3,1,GRUModel,hirid,eicu
0,0.36476305480029636,3,2,GRUModel,hirid,eicu
0,0.380789883810325,3,3,GRUModel,hirid,eicu
0,0.3672961831166825,3,4,GRUModel,hirid,eicu
0,0.3751499894694439,3,5,GRUModel,hirid,eicu
0,0.37464381951739834,3,6,GRUModel,hirid,eicu
0,0.39139882455622343,3,7,GRUModel,hirid,eicu
0,0.3913497753802797,3,8,GRUModel,hirid,eicu
0,0.3770461226890618,3,9,GRUModel,hirid,eicu
0,0.3418449630700069,0,0,GRUModel,hirid,eicu
0,0.34999820314176855,0,1,GRUModel,hirid,eicu
0,0.34199074011074737,0,2,GRUModel,hirid,eicu
0,0.35746283261910505,0,3,GRUModel,hirid,eicu
0,0.344055366331647,0,4,GRUModel,hirid,eicu
0,0.34624958481228385,0,5,GRUModel,hirid,eicu
0,0.3497078320466511,0,6,GRUModel,hirid,eicu
0,0.35870261053312325,0,7,GRUModel,hirid,eicu
0,0.3603474008751518,0,8,GRUModel,hirid,eicu
0,0.35012783580130746,0,9,GRUModel,hirid,eicu
0,0.37411609354895514,1,0,GRUModel,hirid,eicu
0,0.3935399392369372,1,1,GRUModel,hirid,eicu
0,0.37250688864445725,1,2,GRUModel,hirid,eicu
0,0.3926221489790326,1,3,GRUModel,hirid,eicu
0,0.3743808586165025,1,4,GRUModel,hirid,eicu
0,0.3791029714424571,1,5,GRUModel,hirid,eicu
0,0.3925659787361514,1,6,GRUModel,hirid,eicu
0,0.39429773908069893,1,7,GRUModel,hirid,eicu
0,0.3970483539601488,1,8,GRUModel,hirid,eicu
0,0.3822338654731274,1,9,GRUModel,hirid,eicu
0,0.3731573102228334,4,0,GRUModel,hirid,eicu
0,0.3789560620250685,4,1,GRUModel,hirid,eicu
0,0.3708740775168592,4,2,GRUModel,hirid,eicu
0,0.3888683035728416,4,3,GRUModel,hirid,eicu
0,0.3653773326205012,4,4,GRUModel,hirid,eicu
